City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Lazaro Cardenas,MX,17.9583,-102.2,85.01,55,53,6.91,broken clouds
346,Pangnirtung,CA,66.1451,-65.7125,12.2,85,90,3.44,light snow
347,Stephenville Crossing,CA,48.5,-58.4318,24.93,63,75,6.91,broken clouds
348,Turkmenabat,TM,39.0733,63.5786,49.98,76,23,4.61,few clouds
349,Hailey,US,43.5196,-114.3153,21.06,68,90,8.05,light snow
350,Ankazoabo,MG,-22.2833,44.5167,75.97,55,35,7.31,scattered clouds
351,Viedma,AR,-40.8135,-62.9967,91.45,17,0,13.11,clear sky
352,Moree,AU,-29.4667,149.85,73.42,49,100,10.36,light rain
353,Gangapur,IN,26.4833,76.7167,49.87,28,0,0.98,clear sky
354,Brigantine,US,39.4101,-74.3646,41.32,65,20,16.11,few clouds
355,Grand Island,US,40.925,-98.342,35.55,35,1,19.57,clear sky
356,Nizhniy Kuranakh,RU,58.8353,125.4869,-23.73,97,100,1.95,overcast clouds
357,Komsomolskiy,UZ,40.4272,71.7189,42.22,45,100,2.3,overcast clouds
358,Sibu,MY,2.3,111.8167,75.51,94,40,1.01,scattered clouds
359,Karratha,AU,-20.7377,116.8463,89.28,39,11,9.64,few clouds
360,Opuwo,NA,-18.0607,13.84,76.82,32,59,12.17,broken clouds
361,Boa Vista,BR,2.8197,-60.6733,87.78,58,90,9.22,overcast clouds
362,Onega,RU,63.9061,38.1404,-2.96,93,26,8.28,scattered clouds
363,Ondo,NG,7.1,4.8333,77.09,35,2,1.25,clear sky
364,Bilibino,RU,68.0546,166.4372,-24.41,100,100,6.49,light snow
365,Gijon,ES,43.5357,-5.6615,52.25,92,42,3.85,scattered clouds
366,Khorramshahr,IR,30.4397,48.1664,62.56,94,75,6.91,broken clouds
367,Koumac,NC,-20.5667,164.2833,77.65,80,21,2.98,few clouds
368,Dawlatabad,AF,36.4141,64.9053,54.48,51,92,3.47,overcast clouds
369,Senneterre,CA,48.3835,-77.2328,3.42,61,6,5.68,clear sky
370,Kidal,ML,18.4411,1.4078,70.0,16,0,13.53,clear sky
371,Tomatlan,MX,19.9333,-105.25,86.52,46,100,5.01,overcast clouds
372,La Palma,US,33.8464,-118.0467,68.95,64,1,3.44,clear sky
373,Sur,OM,22.5667,59.5289,69.46,67,67,3.11,broken clouds
374,Romitan,UZ,39.9343,64.3814,49.95,76,40,6.91,scattered clouds
375,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,100,90,10.36,overcast clouds
376,Sao Filipe,CV,14.8961,-24.4956,71.85,84,100,9.78,overcast clouds
377,Antalaha,MG,-14.9003,50.2788,75.06,88,94,5.12,overcast clouds
378,Kenora,CA,49.8167,-94.4337,15.78,85,90,19.57,light shower snow
379,Lesnoy,RU,57.6198,63.0784,20.53,96,100,6.82,light snow
380,Axim,GH,4.8699,-2.2405,80.62,75,3,8.86,clear sky
381,Polyarnyy,RU,69.1989,33.4478,-7.13,76,100,18.03,light snow
382,Kaili,ID,-3.4626,120.2147,67.66,92,39,2.93,scattered clouds
383,Ust-Koksa,RU,50.2696,85.6108,22.17,76,100,0.69,overcast clouds
384,Marawi,PH,7.9986,124.2928,66.65,95,30,1.59,scattered clouds
385,Bom Jesus,BR,-9.0744,-44.3586,85.95,60,98,0.94,overcast clouds
386,Sarahan,IN,31.5167,77.8,27.28,26,3,12.91,clear sky
387,Dawei,MM,14.0833,98.2,65.84,72,93,5.46,overcast clouds
388,Airai,TL,-8.9266,125.4092,62.2,94,100,0.85,overcast clouds
389,Berlevag,NO,70.8578,29.0864,22.8,61,100,13.44,light snow
390,Promissao,BR,-21.5367,-49.8581,80.53,64,98,9.44,overcast clouds
391,Kupang,ID,-10.1667,123.5833,79.38,94,40,1.14,scattered clouds
392,Sohag,EG,26.557,31.6948,57.49,45,37,6.02,scattered clouds
393,Bonavista,CA,48.6499,-53.1147,26.11,68,100,23.42,overcast clouds
394,Palauig,PH,15.435,119.9045,78.73,80,99,2.59,overcast clouds
395,Loukhi,RU,66.0764,33.0381,-0.94,98,100,7.34,overcast clouds
396,Boyolangu,ID,-8.1181,111.8935,77.2,90,100,1.72,overcast clouds
397,Innisfail,AU,-17.5333,146.0333,77.27,75,95,3.4,overcast clouds
398,Tura,IN,25.5198,90.2201,53.22,59,0,2.84,clear sky
399,Maniitsoq,GL,65.4167,-52.9,37.0,72,100,20.58,overcast clouds
400,Kumano,JP,34.3442,132.5894,37.89,77,21,4.18,few clouds
401,Puerto Cabello,VE,10.4731,-68.0125,79.79,74,10,13.62,clear sky
402,Salinas,US,36.6777,-121.6555,56.79,80,1,10.36,clear sky
403,Kjollefjord,NO,70.9457,27.3465,28.45,93,20,9.22,light snow
404,Jega,NG,12.2175,4.3792,72.55,21,50,10.25,scattered clouds
405,Whyalla,AU,-33.0333,137.5833,58.89,67,90,6.91,overcast clouds
406,Auki,SB,-8.7676,160.7034,77.54,85,100,2.15,overcast clouds
407,Siyabuswa,ZA,-25.1132,29.0445,64.36,76,100,3.13,overcast clouds
408,Longyearbyen,SJ,78.2186,15.6401,28.24,93,75,14.97,light snow
409,Kiunga,PG,-6.1219,141.2906,72.05,100,100,1.16,overcast clouds
410,Sakakah,SA,29.9697,40.2064,54.97,49,100,7.54,overcast clouds
411,Ixtapa,MX,20.7,-105.2,80.22,69,90,4.61,overcast clouds
412,Naze,JP,28.3667,129.4833,55.42,59,43,6.85,scattered clouds
413,Aniva,RU,46.7144,142.5294,-2.09,86,97,2.66,overcast clouds
414,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,87.6,66,40,3.44,scattered clouds
415,Beira,MZ,-19.8436,34.8389,78.89,78,40,13.8,scattered clouds
416,Mahibadhoo,MV,3.7833,72.9667,82.24,77,100,15.57,overcast clouds
417,Maki,JP,37.75,138.8833,33.91,81,100,7.34,light snow
418,Constitucion,CL,-35.3333,-72.4167,70.43,60,25,17.49,scattered clouds
419,Richards Bay,ZA,-28.783,32.0377,67.95,76,100,6.33,overcast clouds
420,Boshnyakovo,RU,49.6333,142.1667,6.64,78,100,3.58,overcast clouds
421,Kongolo,CD,-5.3833,27.0,72.09,88,100,1.07,overcast clouds
422,Nantucket,US,41.2835,-70.0995,39.31,87,90,21.85,overcast clouds
423,General Roca,AR,-39.0333,-67.5833,91.8,14,0,7.16,clear sky
424,Shawville,CA,45.6001,-76.4827,21.88,48,8,10.31,clear sky
425,Sept-Iles,CA,50.2001,-66.3821,24.06,62,90,3.44,overcast clouds
426,Druzhba,UA,52.0428,33.9453,29.98,92,68,13.02,broken clouds
427,Porto Novo,BJ,6.4965,2.6036,84.02,53,41,5.57,scattered clouds
428,Chateauroux,FR,46.8167,1.7,38.35,100,90,11.5,mist
429,Simao,CN,22.7886,100.9748,46.81,94,0,2.21,clear sky
430,Namibe,AO,-15.1961,12.1522,70.57,70,97,10.33,overcast clouds
431,Luau,AO,-10.7073,22.2247,67.6,93,100,2.59,overcast clouds
432,Waipawa,NZ,-41.4122,175.5153,61.45,66,0,17.96,clear sky
433,Shimoda,JP,34.6667,138.95,41.11,77,3,15.97,clear sky
434,Monrovia,LR,6.3005,-10.7969,83.97,80,7,8.88,clear sky
435,Puerto Penasco,MX,31.3167,-113.5333,59.92,37,0,4.88,clear sky
436,Chernyshevskiy,RU,63.0128,112.4714,-45.35,100,91,2.55,overcast clouds
437,Bandarbeyla,SO,9.4942,50.8122,77.86,77,12,15.41,few clouds
438,Mangrol,IN,21.1167,70.1167,68.45,43,23,9.19,few clouds
439,Tahta,EG,26.7693,31.5021,57.52,44,84,6.31,broken clouds
440,Sistranda,NO,63.7256,8.834,42.91,60,89,23.82,overcast clouds
441,Belaya Gora,RU,68.5333,146.4167,-40.05,97,100,5.08,overcast clouds
442,Nagpur,IN,21.15,79.1,57.22,41,0,0.0,haze
443,Taua,BR,-5.9667,-40.3,94.77,27,92,6.82,overcast clouds
444,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,46,40,20.71,scattered clouds
445,Alamosa,US,37.4695,-105.87,40.66,31,1,3.44,clear sky
446,Luebo,CD,-5.35,21.4167,71.91,98,100,1.48,light rain
447,Seydi,TM,39.4816,62.9137,50.65,56,40,3.49,scattered clouds
448,Takaka,NZ,-40.85,172.8,61.38,62,63,7.09,broken clouds
449,Omsukchan,RU,62.5333,155.8,-40.72,98,25,4.68,scattered clouds
450,Ferrol,ES,43.4832,-8.2369,54.68,72,4,6.55,clear sky
451,Okhotsk,RU,59.3833,143.3,1.47,97,100,13.62,light snow
452,Torbay,CA,47.6666,-52.7314,25.48,72,40,11.5,scattered clouds
453,Taoudenni,ML,22.6783,-3.9836,80.22,14,100,8.55,overcast clouds
454,Loubomo,CG,-4.1997,12.6739,75.79,88,100,3.65,overcast clouds
455,Poum,NC,-20.2333,164.0167,79.14,76,31,2.06,scattered clouds
456,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,84,20,1.01,few clouds
457,Padang,ID,-0.9492,100.3543,77.05,88,100,3.29,overcast clouds
458,Henties Bay,NA,-22.116,14.2845,65.86,83,12,6.11,few clouds
459,Giyani,ZA,-23.3025,30.7187,66.51,74,97,3.11,overcast clouds
460,Mathbaria,BD,22.2876,89.9593,55.72,49,0,7.31,clear sky
461,Sioux Lookout,CA,50.1001,-91.917,12.58,85,90,11.5,light snow
462,Ayan,RU,56.45,138.1667,-7.8,74,50,10.09,scattered clouds
463,Mount Isa,AU,-20.7333,139.5,73.17,83,40,2.3,scattered clouds
464,Alihe,CN,50.5667,123.7167,-1.61,98,100,1.3,overcast clouds
465,Flin Flon,CA,54.7682,-101.865,-0.56,71,75,6.91,light snow
466,Abay,KZ,49.6311,72.8539,30.58,87,100,11.61,overcast clouds
467,Lebedinyy,RU,58.5167,125.5167,-30.44,100,100,1.54,overcast clouds
468,Liwale,TZ,-9.7667,37.9333,75.47,70,56,3.02,broken clouds
469,Benin,BJ,9.5,2.25,79.65,19,100,5.73,overcast clouds
470,Iralaya,HN,15.0,-83.2333,82.49,74,25,10.74,scattered clouds
471,Tallahassee,US,30.4383,-84.2807,70.68,95,90,1.01,overcast clouds
472,Fredericton,CA,45.9454,-66.6656,28.36,82,90,1.99,light snow
473,Banda Aceh,ID,5.5577,95.3222,74.61,93,100,11.77,light rain
474,Sosnovo-Ozerskoye,RU,52.5249,111.5418,0.37,72,88,20.22,overcast clouds
475,Laiyang,CN,36.9758,120.7136,33.78,59,100,4.09,overcast clouds
476,Harper,LR,4.375,-7.7169,81.0,78,86,10.51,overcast clouds
477,Ipixuna,BR,-1.7625,-48.8043,85.95,75,100,4.76,overcast clouds
478,Ardmore,US,34.1743,-97.1436,41.65,53,1,1.01,clear sky
479,Chabahar,IR,25.2919,60.643,72.46,67,100,10.27,overcast clouds
480,Colares,PT,38.7992,-9.4469,63.37,56,0,1.01,clear sky
481,Ulaangom,MN,49.9811,92.0667,-3.93,93,100,2.8,overcast clouds
482,Rio Grande,BR,-32.035,-52.0986,80.71,65,0,19.53,clear sky
483,Morondava,MG,-20.2833,44.2833,80.65,71,100,11.68,overcast clouds
484,Yendi,GH,9.4427,-0.0099,84.09,14,22,5.55,few clouds
485,Hualmay,PE,-11.0964,-77.6139,73.35,69,28,11.07,scattered clouds
486,Kedrovyy,RU,56.1667,91.8167,-3.59,100,100,4.14,overcast clouds
487,Carutapera,BR,-1.195,-46.02,85.78,63,100,9.62,overcast clouds
488,Inirida,CO,3.8653,-67.9239,84.56,81,100,1.66,overcast clouds
489,Ilebo,CD,-4.3167,20.5833,77.14,84,100,1.39,light rain
490,Hofn,IS,64.2539,-15.2082,41.05,81,100,5.73,overcast clouds
491,Tondon,GN,10.3667,-13.35,80.15,40,5,3.2,clear sky
492,Aksu,CN,41.1231,80.2644,23.7,57,100,3.65,overcast clouds
493,Seminole,US,28.7086,-81.2081,85.21,72,40,1.99,scattered clouds
494,Hobyo,SO,5.3505,48.5268,80.24,74,100,18.16,overcast clouds
495,Nelson,NZ,-41.2833,173.2833,65.8,82,40,1.01,scattered clouds
496,Burnie,AU,-41.0667,145.9167,52.95,92,79,21.74,light rain
497,Chesma,RU,53.8111,60.6533,25.99,88,98,16.06,overcast clouds
498,Pueblo Nuevo Vinas,GT,14.2258,-90.4742,81.93,44,16,8.41,few clouds
499,Chifeng,CN,42.2683,118.9636,28.53,47,0,14.97,clear sky
500,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.32,92,100,1.9,overcast clouds
501,Prescott,US,34.54,-112.4685,50.9,40,1,1.01,clear sky
502,Chincha Alta,PE,-13.4099,-76.1323,69.76,65,16,8.72,few clouds
503,Chuy,UY,-33.6971,-53.4616,78.01,56,19,15.39,few clouds
504,Mayumba,GA,-3.432,10.6554,78.35,90,44,5.19,scattered clouds
505,Comitancillo,GT,15.0833,-91.7167,73.71,52,30,1.23,scattered clouds
506,Prince Rupert,CA,54.3161,-130.3201,31.69,83,75,6.91,broken clouds
507,Mehran,IR,33.1222,46.1646,54.88,59,4,4.36,clear sky
508,Imeni Poliny Osipenko,RU,52.4201,136.4853,-25.62,100,100,1.66,overcast clouds
509,Magaria,NE,12.9983,8.9099,67.68,22,61,10.16,broken clouds
510,Kedougou,SN,12.5579,-12.1743,95.58,24,0,4.61,clear sky
511,Izhma,RU,65.0083,53.9113,2.17,94,100,7.11,overcast clouds
512,Sinnamary,GF,5.3833,-52.95,82.58,71,64,8.86,broken clouds
513,Puerto Vallarta,MX,20.6204,-105.2307,80.91,76,90,1.99,overcast clouds
514,Batemans Bay,AU,-35.7167,150.1833,65.1,83,99,4.47,overcast clouds
515,Zheleznovodsk,RU,44.1394,43.0197,23.41,100,13,2.24,few clouds
516,Lagunas,PE,-5.2269,-75.6753,82.24,85,96,5.46,overcast clouds
517,Celestun,MX,20.8667,-90.4,83.91,66,19,9.1,few clouds
518,Caldararu,RO,44.45,24.95,36.25,89,91,12.68,overcast clouds
519,Weihe,CN,32.9952,105.3247,33.12,69,27,4.32,scattered clouds
520,Mandalgovi,MN,45.7625,106.2708,13.51,66,5,5.39,clear sky
521,Nanortalik,GL,60.1432,-45.2371,39.94,66,100,30.98,overcast clouds
522,Podyuga,RU,61.095,40.8647,6.93,93,100,9.66,overcast clouds
523,Coquimbo,CL,-29.9533,-71.3436,65.59,75,90,10.87,overcast clouds
524,Soe,ID,-9.8607,124.284,68.61,93,100,1.88,overcast clouds
525,Kanlagay,PH,5.8757,121.2915,80.69,83,74,7.76,broken clouds
526,Alofi,NU,-19.0595,-169.9187,78.69,78,7,10.36,clear sky
527,Juba,SS,4.8517,31.5825,85.03,33,42,3.24,scattered clouds
528,Caravelas,BR,-17.7125,-39.2481,78.89,77,100,7.05,light rain
529,Hermiston,US,45.8404,-119.2895,41.11,91,90,9.22,moderate rain
530,Bada,RU,51.392,109.8717,8.49,83,98,17.05,overcast clouds
531,Dicabisagan,PH,17.0818,122.4157,76.62,92,100,14.67,overcast clouds
532,Piney Green,US,34.716,-77.3202,52.95,95,90,17.27,mist
533,Manadhoo,MV,5.7667,73.3833,81.48,77,100,14.52,overcast clouds
534,Dergachi,RU,51.2328,48.7659,27.5,90,100,19.48,overcast clouds
535,Fleetwood,GB,53.9253,-3.0109,39.18,100,90,13.8,mist
536,Kenai,US,60.5544,-151.2583,19.49,93,90,6.91,overcast clouds
537,Ossora,RU,59.2353,163.0719,-8.27,84,5,5.93,clear sky
538,Villa Bruzual,VE,9.3328,-69.1208,94.69,34,54,3.89,broken clouds
539,Mgandu,TZ,-5.95,34.1333,63.9,90,100,3.36,light rain
540,Ndele,CF,8.4109,20.6473,79.41,27,20,3.83,few clouds
541,Raduzhnyy,RU,62.0961,77.475,-22.95,92,44,8.68,scattered clouds
542,Ambilobe,MG,-13.2,49.05,78.6,86,100,2.46,light rain
543,Vao,NC,-22.6667,167.4833,76.03,86,100,12.21,overcast clouds
544,Arlit,NE,18.7369,7.3853,66.97,18,0,13.89,clear sky
545,Dondo,MZ,-19.6094,34.7431,78.31,80,100,4.32,overcast clouds
546,Omboue,GA,-1.5746,9.2618,78.28,88,99,4.74,moderate rain
547,Springfield,US,37.2153,-93.2982,37.42,75,90,4.0,overcast clouds
548,Nova Soure,BR,-11.2333,-38.4833,86.04,53,83,10.69,broken clouds
549,Port Augusta,AU,-32.5,137.7667,59.14,63,6,9.26,clear sky
550,Bowen,AU,-20.0167,148.2333,71.82,70,7,10.56,clear sky
551,Rajkot,IN,22.3,70.7833,62.56,48,8,5.75,clear sky
552,Mandan,US,46.8267,-100.8896,42.37,69,20,3.0,few clouds
553,Kondagaon,IN,19.6,81.6667,51.91,61,0,2.33,clear sky
554,Gravdal,NO,68.1214,13.5031,39.09,60,40,16.11,scattered clouds
555,Kikwit,CD,-5.041,18.8162,73.67,91,100,1.9,overcast clouds
556,Svetlaya,RU,46.5389,138.3297,7.02,70,9,6.44,clear sky
557,Sidi Ali,DZ,36.0998,0.4206,54.37,67,45,8.99,scattered clouds
558,Namatanai,PG,-3.6667,152.4333,78.76,83,71,0.81,light rain
559,Matara,LK,5.9485,80.5353,76.69,86,64,3.65,broken clouds
560,Anloga,GH,5.7947,0.8973,84.42,60,4,9.98,clear sky
561,Tommot,RU,58.9564,126.2925,-24.25,99,100,2.44,overcast clouds
562,Serdobsk,RU,52.4586,44.2169,28.38,96,100,19.93,light snow
563,Manaus,BR,-3.1019,-60.025,86.5,84,75,0.0,heavy intensity rain
564,Storforshei,NO,66.4043,14.5233,31.78,92,40,3.44,scattered clouds
565,Mehamn,NO,71.0357,27.8492,28.58,93,20,9.22,light snow
566,Pueblo,US,38.2545,-104.6091,60.75,20,10,1.99,clear sky
567,Opotiki,NZ,-38.0833,177.2833,62.38,73,0,1.52,clear sky
568,Luanda,AO,-8.8368,13.2343,78.03,83,73,15.26,broken clouds
569,Cocachacra,PE,-17.0883,-71.7575,73.2,68,100,8.39,overcast clouds
570,West Wendover,US,40.7391,-114.0733,24.01,86,1,0.0,clear sky
571,Ushtobe,KZ,45.2514,77.9838,35.46,58,100,8.66,overcast clouds
572,Garachine,PA,8.0647,-78.3628,82.42,80,70,1.9,broken clouds
573,Bagan,RU,54.1001,77.6646,21.43,96,100,5.39,light snow
574,Leshukonskoye,RU,64.8989,45.7622,-16.19,96,73,6.76,broken clouds
575,Awjilah,LY,29.1081,21.2869,50.72,60,3,11.27,clear sky
576,Guiratinga,BR,-16.3494,-53.7583,82.47,73,100,2.48,overcast clouds
577,Verkhnevilyuysk,RU,63.4453,120.3167,-35.32,96,100,5.48,overcast clouds
578,Lahaina,US,20.8783,-156.6825,74.95,93,100,10.74,overcast clouds
579,Brae,GB,60.3964,-1.353,39.11,69,97,9.15,overcast clouds
580,Bhuj,IN,23.2667,69.6667,63.16,38,96,4.03,overcast clouds
581,Kaithal,IN,29.8,76.3833,47.64,20,3,7.4,clear sky
582,Traralgon,AU,-38.1833,146.5333,52.18,78,100,1.99,overcast clouds
583,Kintampo,GH,8.0563,-1.7306,81.79,19,25,3.47,scattered clouds
584,Port-Cartier,CA,50.0334,-66.8654,23.76,74,100,4.32,overcast clouds
585,Komarikhinskiy,RU,58.0979,57.1163,5.99,94,100,7.63,light snow
586,George,ZA,-33.963,22.4617,62.15,88,0,3.44,clear sky
587,Phangnga,TH,8.4509,98.5298,78.84,93,90,5.23,overcast clouds
588,Pilar,BR,-9.5972,-35.9567,87.73,59,100,14.63,overcast clouds
589,Labuhan,ID,-6.8844,112.2051,80.49,83,100,2.71,overcast clouds
590,Bambanglipuro,ID,-7.95,110.2833,66.6,94,100,2.01,overcast clouds
591,Jablunkov,CZ,49.5767,18.7646,40.8,97,100,10.04,overcast clouds
592,Kisangani,CD,0.5167,25.2,73.24,90,100,2.71,overcast clouds
593,Watertown,US,42.3709,-71.1828,36.37,76,90,1.99,light snow
594,Bitlis,TR,38.5,42.25,28.87,94,95,8.03,overcast clouds
595,Enshi,CN,30.3,109.4833,45.99,83,85,1.5,overcast clouds
596,Miri,MY,4.4148,114.0089,78.94,89,40,8.05,moderate rain
597,Roma,US,43.2128,-75.4557,28.26,82,90,12.66,overcast clouds
598,Barddhaman,IN,23.25,87.85,55.53,38,0,7.52,clear sky
599,Dabakala,CI,8.3667,-4.4333,82.4,18,68,2.39,broken clouds
600,Pudozh,RU,61.8099,36.5345,7.88,89,100,11.36,overcast clouds
601,Tigil,RU,57.8,158.6667,-12.77,98,100,3.27,overcast clouds
602,Bathsheba,BB,13.2167,-59.5167,81.21,78,75,23.02,broken clouds
603,Palmer,US,42.1584,-72.3287,36.21,66,75,3.0,broken clouds
604,Emirdag,TR,39.0197,31.15,27.72,97,97,3.44,overcast clouds
605,Neiafu,TO,-18.65,-173.9833,79.48,89,40,6.91,scattered clouds
606,San Buenaventura,MX,27.0833,-101.5333,49.48,61,90,5.75,overcast clouds
607,Khovu-Aksy,RU,51.1333,93.6,10.71,81,100,4.25,overcast clouds
608,Nemuro,JP,43.3236,145.575,28.51,49,10,3.27,clear sky
609,Soyo,AO,-6.1349,12.3689,82.45,87,14,9.51,few clouds
610,Thayetmyo,MM,19.3167,95.1833,66.29,80,0,0.98,clear sky
611,Gornyy,RU,55.1153,83.9059,14.79,95,100,12.39,overcast clouds
612,Portland,US,45.5234,-122.6762,38.75,95,90,1.01,moderate rain
613,Svetlyy,RU,54.675,20.1347,39.25,68,94,19.84,overcast clouds
614,La Paz,BO,-16.5,-68.15,58.98,50,75,12.66,light rain
615,Roald,NO,62.5833,6.1333,41.32,81,40,6.91,scattered clouds
616,Peniche,PT,39.3558,-9.3811,63.1,66,100,20.87,light rain
617,Gort,IE,53.0664,-8.8167,38.95,92,3,5.5,clear sky
618,Bardiyah,LY,31.7561,25.0865,52.45,69,79,16.22,broken clouds
619,Uaua,BR,-9.8414,-39.4817,88.99,38,100,7.14,overcast clouds
620,Tual,ID,-5.6667,132.75,83.64,71,98,3.13,overcast clouds
621,Raypur,IN,22.4108,88.5094,58.96,36,0,7.72,clear sky
622,Grand Gaube,MU,-20.0064,57.6608,80.38,75,4,1.99,clear sky
623,Havoysund,NO,70.9963,24.6622,28.63,68,100,11.52,light snow
624,Bonthe,SL,7.5264,-12.505,81.55,74,13,8.68,few clouds
625,San Ramon,US,37.7799,-121.978,50.18,86,1,5.75,mist
626,Kolondieba,ML,11.0882,-6.8926,82.13,18,2,6.13,clear sky
627,Batticaloa,LK,7.7102,81.6924,77.85,77,62,9.86,broken clouds
628,Andenes,NO,69.3143,16.1194,35.58,75,20,16.11,few clouds
629,Maues,BR,-3.3836,-57.7186,82.18,90,100,2.28,overcast clouds
630,Manta,EC,-0.95,-80.7333,74.98,88,90,6.91,overcast clouds
631,Mwense,ZM,-10.3845,28.698,68.5,88,38,1.83,scattered clouds
632,Asau,RO,46.4333,26.4,38.32,90,16,6.51,few clouds
633,Tabacao,PH,15.6414,120.9349,73.78,89,100,3.29,overcast clouds
634,Chateau-Thierry,FR,49.05,3.4,41.14,94,91,7.7,overcast clouds
635,Murray Bridge,AU,-35.1167,139.2667,58.57,70,8,6.49,clear sky
636,Vila,PT,42.0304,-8.1588,47.28,80,24,6.46,few clouds
637,Dong Hoi,VN,17.4833,106.6,63.54,78,100,12.33,moderate rain
638,Sisimiut,GL,66.9395,-53.6735,32.32,71,100,20.2,overcast clouds
639,Hornepayne,CA,49.2138,-84.7705,15.31,71,100,8.19,overcast clouds
640,Vostok,RU,46.4856,135.8833,-7.08,98,97,4.9,overcast clouds
641,Cururupu,BR,-1.8283,-44.8683,85.05,63,100,6.98,overcast clouds
642,Wanning,CN,18.8003,110.3967,66.24,94,100,20.65,heavy intensity rain
643,Rock Springs,US,41.5875,-109.2029,31.05,59,1,1.99,clear sky
644,Petropavl,KZ,54.8753,69.1628,17.78,97,95,6.17,overcast clouds
645,Salamiyah,SY,35.0113,37.0532,50.11,60,1,9.37,clear sky
646,Kununurra,AU,-15.7667,128.7333,84.18,74,100,3.44,overcast clouds
647,Eganville,CA,45.5334,-77.0994,18.01,45,3,8.77,clear sky
648,Tabory,RU,58.5198,64.5495,17.2,95,100,7.85,light snow
649,Whitehorse,CA,60.7161,-135.0538,-2.18,76,75,1.99,broken clouds
650,Codrington,AU,-38.2667,141.9667,48.04,82,34,11.43,scattered clouds
651,Baherden,TM,38.4362,57.4316,54.9,55,0,4.83,clear sky
652,La Rioja,ES,42.25,-2.5,28.18,84,12,6.04,few clouds
653,Benavente,ES,42.0025,-5.6783,41.99,79,11,5.7,few clouds
654,Oga,IT,46.4631,10.347,40.28,59,1,4.7,clear sky
655,Atar,MR,20.5169,-13.0499,73.08,46,100,13.06,overcast clouds
656,Kamenka,RU,51.3223,42.7678,29.75,97,100,21.03,snow
657,Codajas,BR,-3.8367,-62.0569,82.0,81,100,3.36,moderate rain
658,Ormara,PK,25.2088,64.6357,71.62,67,100,7.63,overcast clouds
659,Rayagada,IN,19.1667,83.4167,59.25,75,0,2.21,clear sky
660,Souillac,MU,-20.5167,57.5167,80.37,78,75,1.14,broken clouds
661,Manhattan,US,40.7834,-73.9662,40.62,55,20,9.22,few clouds
662,Tautira,PF,-17.7333,-149.15,82.42,78,33,14.54,light rain
663,Lasa,IT,46.6166,10.7002,47.66,57,1,6.73,clear sky
664,Yerofey Pavlovich,RU,53.9667,121.9667,-7.04,96,100,5.12,light snow
665,Fairbanks,US,64.8378,-147.7164,17.6,86,75,0.0,light snow
666,Manicore,BR,-5.8092,-61.3003,75.38,98,100,1.1,light rain
667,Villa Maria,AR,-32.4075,-63.2402,95.83,37,0,7.4,clear sky
668,Adeje,ES,28.1227,-16.726,69.31,83,20,12.66,few clouds
669,Havelock,US,34.8791,-76.9013,52.03,95,90,7.0,overcast clouds
670,Shenjiamen,CN,29.9576,122.298,49.03,57,7,10.83,clear sky
671,Sambava,MG,-14.2667,50.1667,74.12,91,99,5.59,overcast clouds
672,Dinghai,CN,26.2847,119.7936,49.12,65,39,10.8,scattered clouds
673,Medea,DZ,36.2642,2.7539,41.45,69,44,5.32,scattered clouds
674,Vietri Sul Mare,IT,40.6687,14.7253,52.11,79,0,1.99,clear sky
675,Prabumulih,ID,-3.45,104.25,73.65,99,100,2.39,overcast clouds
676,Goedereede,NL,51.8175,3.9806,46.99,87,100,1.99,overcast clouds
677,Qeshm,IR,26.9581,56.2719,67.89,64,100,8.16,overcast clouds
678,Sainte-Maxime,FR,43.3,6.6333,50.02,64,0,7.83,clear sky
679,Mitchell,US,43.7094,-98.0298,33.12,63,1,5.01,clear sky
680,Fort Nelson,CA,58.8053,-122.7002,-24.21,69,75,2.3,broken clouds
681,Mogadishu,SO,2.0371,45.3438,79.79,86,65,18.95,broken clouds
682,Kadoma,JP,34.7333,135.5833,48.18,60,16,3.65,few clouds
683,Magistralnyy,RU,56.1725,107.4458,-33.32,98,18,2.59,few clouds
684,Bida,NG,9.0833,6.0167,81.0,24,6,2.01,clear sky
685,Bitam,GA,2.076,11.5007,74.34,74,17,1.86,few clouds
686,Bayanday,RU,53.0661,105.5139,-6.97,92,15,7.45,few clouds
687,Dudinka,RU,69.4058,86.1778,-45.15,100,66,1.48,broken clouds
688,Makaryev,RU,57.8797,43.8069,19.06,94,100,10.27,light snow
689,Nkowakowa,ZA,-23.8878,30.2871,57.25,79,98,1.39,overcast clouds
690,Banbury,GB,52.0602,-1.3403,40.68,98,100,1.99,overcast clouds
691,Consolacion Del Sur,CU,22.5047,-83.5136,88.66,44,9,9.04,clear sky
692,Catalina,US,32.5056,-110.9211,62.91,37,0,1.01,clear sky
693,Grindsted,DK,55.754,8.9123,37.9,93,0,5.75,clear sky
694,Coalinga,US,36.1397,-120.3602,34.11,39,0,2.8,clear sky
695,Cherskiy,RU,68.75,161.3,-16.11,99,100,17.0,light snow
